(8.208346002902545e-08, -9.613221152449114e-08, 9.505542884165788e-07)
(8.208346002902545e-08, -9.613221152449114e-08, 9.505688391943926e-07)
(1.0260419713858937e-07, -1.201657369165332e-07, 1.1888789172710838e-06)
(1.0260419713858937e-07, -1.201657369165332e-07, 1.188941187281439e-06)
(1.0260419713858937e-07, -1.201657369165332e-07, 1.1890139411810057e-06)
(1.0260419713858937e-07, -1.201657369165332e-07, 1.18911071389409e-06)
(8.208346002902545e-08, -9.613220441906378e-08, 9.508974974549094e-07)
(8.208346002902545e-08, -9.613220441906378e-08, 9.509848021469279e-07)
(8.208346002902545e-08, -9.613220441906378e-08, 9.509593035856423e-07)
(8.208346002902545e-08, -9.613220441906378e-08, 9.508574481055631e-07)
(8.208346002902545e-08, -9.613220441906378e-08, 9.506040951885481e-07)
(8.208346002902545e-08, -9.613220441906378e-08, 9.506487588411832e-07)
(8.208346002902545e-08, -9.613220441906378e-08, 9.50823368242012e-07)
(8.208346002902545e-08, -9.613220441906378e-08, 9.509591918353471e-07)
(8.208346002902545e-08, -9.613220441906378e-08, 9.508994458654609e-07)
(8.208346002902545e-08, -9.613220441906378e-08, 9.506520825619313e-07)
(6.156272291946152e-08, -7.209867192159436e-08, 7.121292882019588e-07)
(6.156272291946152e-08, -7.209867192159436e-08, 7.12027432726792e-07)
(4.104198225718392e-08, -4.806513587141126e-08, 4.7353656580288953e-07)
(4.104198225718392e-08, -4.806513587141126e-08, 4.734364245779919e-07)
(4.104198225718392e-08, -4.806513587141126e-08, 4.734364245779919e-07)
(4.104198225718392e-08, -4.806513587141126e-08, 4.734201390746661e-07)
(4.902744876744691e-13, 1.9397816686250735e-12, -3.168147301560401e-09)
(4.902744876744691e-13, 1.9397816686250735e-12, -3.066291803503225e-09)
(4.902744876744691e-13, 1.9397816686250735e-12, -3.163825950614034e-09)
(4.902744876744691e-13, 1.9397816686250735e-12, -3.3238846045634757e-09)
(-2.0520262822287805e-08, 2.4035481160922245e-08, -2.417511845463862e-07)
(-4.1041012366349605e-08, 4.8069026092889544e-08, -4.80099540625337e-07)
(-4.1041012366349605e-08, 4.8069026092889544e-08, -4.800849898382177e-07)
(-4.1041012366349605e-08, 4.8069026092889544e-08, -4.800771140563035e-07)
(0.0007625663420185447, 4.8866237193578854e-05, -0.0014327527274063724)
(0.00424190191552043, 3.434844984440133e-05, -0.0024381950477609083)
(0.011027585715055466, -0.00014831758744549006, -0.0023526414990222857)
(0.022866785526275635, -0.00014358657062985003, -0.0038202016232891925)
(0.030517391860485077, -0.00010618533997330815, -0.0033998087076839525)
(0.046587102115154266, -0.00040561967762187123, -0.0018886381462907334)
(0.06243129447102547, -0.0006817916291765869, -0.002716813364351681)
(0.0785893127322197, -0.0007027212413959205, -0.0035461887322192336)
(0.09364669024944305, -0.0010522963711991906, -0.0027525700953529653)
(0.10676348209381104, -0.001204443397000432, -0.002672500855146326)
(0.12206535786390305, -0.0015059232246130705, -0.0015915747825633658)
(0.13758578896522522, -0.0018266598926857114, -0.001634467790854618)
(0.1562105268239975, -0.002097951713949442, -0.0005378794479722686)
(0.17194561660289764, -0.0025163425598293543, 0.0003876591201719621)
(0.18694795668125153, -0.002564402762800455, -0.00012777338002711663)
(0.2022257149219513, -0.0026736233849078417, -0.00012038612358612973)
(0.21634957194328308, -0.002881507622078061, -0.001349097825541879)
(0.22943124175071716, -0.0031265250872820616, -0.001959167678745362)
(0.24483270943164825, -0.003421710105612874, -0.003634515650783253)
(0.260544091463089, -0.0037635862827301025, -0.0036345149180855153)
(0.2790589928627014, -0.003995224833488464, -0.0034228707609636326)
(0.2904025912284851, -0.004320511594414711, -0.002728799403020621)
(0.30940011143684387, -0.004858382046222687, -0.002136717102512639)
(0.32443898916244507, -0.005123528186231852, -0.0021319511007847954)
(0.3388229012489319, -0.005489973817020655, -0.0021977333951229664)
(0.35207459330558777, -0.00578985596075654, -0.0028274394886684054)
(0.36753779649734497, -0.005963625852018595, -0.0028855974872519508)
(0.38292551040649414, -0.006203731521964073, -0.002313336909911509)
(0.3980186879634857, -0.0063261231407523155, -0.00403724616274352)
(0.41622281074523926, -0.006635170895606279, -0.004124478851589544)
(0.43121516704559326, -0.006926876027137041, -0.005176506898417869)
(0.44557687640190125, -0.007229362614452839, -0.007405440423259723)
(0.46088507771492004, -0.007513232063502073, -0.007890698052868928)
(0.4739827811717987, -0.00764928525313735, -0.008371677744505139)
(0.4892951250076294, -0.007969541475176811, -0.008930116763588798)
(0.5044702291488647, -0.008132867515087128, -0.00916774589294449)
(0.518784761428833, -0.00838518887758255, -0.008795468827277584)
(0.5379946827888489, -0.008671004325151443, -0.008569053869778876)
(0.5533447861671448, -0.008759228512644768, -0.009098137157894945)
(0.567408561706543, -0.008916999213397503, -0.007980657867622134)
(0.5825983285903931, -0.009082049131393433, -0.007807394377752572)
(0.5956758856773376, -0.009140709415078163, -0.008146773490361879)
(0.6110575199127197, -0.009302649646997452, -0.007472533175420204)
(0.6262101531028748, -0.009723779745399952, -0.008412278587530126)
